Year,RoundNumber,EventName,Driver,current_lap,total_laps,stint_number,compound,stint_length,pace_delta_3lap,pace_delta_5lap,Position,gap_ahead,gap_behind,pit_stop_count,safety_car_active,track_temp,rain,label
2021,2,Emilia Romagna Grand Prix,SAI,26.0,63.0,1.0,3,26.0,-0.1539999999999963,-0.3015999999999991,6.0,-1.668999999999997,4.201999999999998,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,SAI,29.0,63.0,2.0,1,2.0,-0.9816666666666644,-0.6907999999999987,6.0,1.1110000000000042,0.5349999999999966,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,SAI,30.0,63.0,2.0,1,3.0,-2.173333333333337,-0.8981999999999999,6.0,-0.652000000000001,0.507000000000005,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,SAI,31.0,63.0,2.0,1,4.0,1.798999999999997,0.9108000000000004,5.0,0.144999999999996,5.510000000000005,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,SAI,32.0,63.0,2.0,1,5.0,14.363666666666669,7.699600000000001,5.0,-1.671999999999997,10.870000000000005,1,True,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,SAI,35.0,63.0,3.0,1,8.0,1.0870000000000033,-0.1536000000000001,5.0,0.9180000000000064,0.3919999999999959,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,36.0,63.0,3.0,1,9.0,-3.7163333333333335,-0.7300000000000011,5.0,0.0919999999999987,0.5990000000000038,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,37.0,63.0,3.0,1,10.0,-15.88566666666667,-0.5277999999999992,5.0,0.0870000000000033,0.5889999999999986,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,38.0,63.0,3.0,1,11.0,-2.025333333333336,-2.4482,4.0,0.0990000000000037,0.5250000000000057,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,39.0,63.0,3.0,1,12.0,-0.522666666666666,-9.661800000000005,4.0,-0.3680000000000092,0.3370000000000033,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,40.0,63.0,3.0,1,13.0,-0.2386666666666646,-1.3232,4.0,0.4860000000000042,0.2509999999999905,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,41.0,63.0,3.0,1,14.0,-0.3203333333333328,-0.4105999999999994,4.0,0.0159999999999911,0.2879999999999967,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,42.0,63.0,3.0,1,15.0,-0.2356666666666645,-0.2717999999999989,4.0,-0.0909999999999939,1.0230000000000103,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,43.0,63.0,3.0,1,16.0,-0.2850000000000013,-0.2789999999999992,4.0,-0.2560000000000002,0.4950000000000045,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,44.0,63.0,3.0,1,17.0,-0.1713333333333319,-0.199799999999999,4.0,-0.1739999999999923,0.4480000000000075,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,45.0,63.0,3.0,1,18.0,-0.0863333333333334,-0.1804000000000002,4.0,-0.1229999999999904,0.3800000000000096,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,46.0,63.0,3.0,1,19.0,-0.0216666666666659,-0.099799999999999,4.0,-0.2920000000000016,0.671999999999997,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,47.0,63.0,3.0,1,20.0,-0.0646666666666675,-0.0972000000000008,4.0,-0.0690000000000026,0.331000000000003,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,48.0,63.0,3.0,1,21.0,-0.0193333333333356,-0.0210000000000007,4.0,-0.1069999999999993,0.1700000000000017,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,49.0,63.0,3.0,1,22.0,0.0636666666666675,0.0412000000000006,4.0,0.2439999999999997,0.1150000000000091,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,50.0,63.0,3.0,1,23.0,0.3453333333333337,0.1617999999999995,5.0,2.046999999999997,0.1920000000000072,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,51.0,63.0,3.0,1,24.0,0.0050000000000001,-0.0050000000000011,5.0,0.5409999999999968,0.7590000000000003,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,52.0,63.0,3.0,1,25.0,-0.2399999999999996,-0.0639999999999986,5.0,-0.4519999999999982,1.0629999999999882,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,53.0,63.0,3.0,1,26.0,-0.2950000000000017,-0.0036000000000001,5.0,0.2149999999999892,0.7890000000000015,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,54.0,63.0,3.0,1,27.0,0.0536666666666671,-0.0110000000000013,5.0,0.0079999999999955,0.1269999999999953,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,55.0,63.0,3.0,1,28.0,0.1913333333333327,-0.1563999999999993,5.0,-0.8930000000000007,0.4569999999999936,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,56.0,63.0,3.0,1,29.0,-0.0856666666666636,-0.0579999999999984,5.0,-0.2069999999999936,0.6619999999999919,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,57.0,63.0,3.0,1,30.0,-0.176666666666667,0.0269999999999981,5.0,0.0619999999999976,0.7340000000000089,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,58.0,63.0,3.0,1,31.0,-0.1703333333333366,-0.0816000000000002,5.0,-0.0640000000000071,1.1740000000000066,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,59.0,63.0,3.0,1,32.0,-0.0283333333333359,-0.1072000000000002,5.0,-0.0109999999999956,1.0190000000000057,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,60.0,63.0,3.0,1,33.0,-0.0646666666666675,-0.1266000000000019,5.0,0.11099999999999,1.3210000000000122,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,61.0,63.0,3.0,1,34.0,-0.0136666666666656,-0.0384000000000014,5.0,-0.0040000000000048,1.4780000000000086,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,62.0,63.0,3.0,1,35.0,0.0286666666666661,0.0159999999999996,5.0,0.3029999999999972,0.679000000000002,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,SAI,63.0,63.0,3.0,1,36.0,0.002,-0.0231999999999999,5.0,-0.1280000000000001,1.6510000000000105,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,7.0,63.0,1.0,3,7.0,-12.808000000000002,-7.573399999999998,9.0,1.0600000000000025,0.659000000000006,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,8.0,63.0,1.0,3,8.0,-14.316666666666668,-8.067999999999998,9.0,0.3730000000000046,0.7289999999999992,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,9.0,63.0,1.0,3,9.0,-11.870333333333337,-9.210600000000005,9.0,-2.4650000000000034,0.5559999999999974,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,10.0,63.0,1.0,3,10.0,-2.672333333333332,-9.2702,9.0,-0.0039999999999906,0.2650000000000005,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,11.0,63.0,1.0,3,11.0,-1.883,-7.6494,8.0,4.465999999999994,3.546999999999997,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,12.0,63.0,1.0,3,12.0,-1.476666666666664,-2.4117999999999995,8.0,3.968000000000003,1.0430000000000064,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,13.0,63.0,1.0,3,13.0,-1.830000000000003,-1.7782000000000011,8.0,-6.298000000000002,0.4429999999999978,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,14.0,63.0,1.0,3,14.0,-1.3656666666666648,-1.346599999999998,8.0,1.5450000000000017,0.0020000000000095,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,15.0,63.0,1.0,3,15.0,-0.9133333333333364,-1.356400000000002,8.0,1.992999999999995,0.0850000000000079,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,16.0,63.0,1.0,3,16.0,-0.6836666666666625,-1.0585999999999984,8.0,0.9490000000000124,0.6700000000000017,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,17.0,63.0,1.0,3,17.0,-0.5206666666666706,-0.7730000000000018,8.0,1.6859999999999928,0.117999999999995,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,18.0,63.0,1.0,3,18.0,-0.2743333333333311,-0.422999999999999,8.0,1.7789999999999964,0.0649999999999977,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,19.0,63.0,1.0,3,19.0,-0.4100000000000013,-0.4852000000000004,8.0,0.8470000000000084,0.1439999999999912,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,20.0,63.0,1.0,3,20.0,-0.4049999999999964,-0.4679999999999978,8.0,-0.1880000000000024,0.1619999999999919,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,21.0,63.0,1.0,3,21.0,-0.071999999999998,-0.0560000000000002,8.0,0.7600000000000051,0.8719999999999999,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,22.0,63.0,1.0,3,22.0,0.3836666666666654,0.0574000000000012,8.0,1.1170000000000044,0.2729999999999961,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,23.0,63.0,1.0,3,23.0,0.5676666666666677,0.0372000000000014,8.0,2.2080000000000126,0.0159999999999911,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,24.0,63.0,1.0,3,24.0,0.2709999999999961,0.3525999999999982,8.0,2.2379999999999995,0.0160000000000053,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,25.0,63.0,1.0,3,25.0,0.1763333333333321,0.4061999999999983,8.0,0.5069999999999908,0.0849999999999937,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,26.0,63.0,1.0,3,26.0,-0.2433333333333346,-0.0656000000000005,8.0,-2.2620000000000005,0.2929999999999921,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,29.0,63.0,2.0,1,2.0,-0.1879999999999976,0.0096000000000003,9.0,4.084000000000003,1.5349999999999966,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,30.0,63.0,2.0,1,3.0,-1.8376666666666637,-1.0370000000000004,8.0,1.007000000000005,3.617999999999995,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,31.0,63.0,2.0,1,4.0,5.563999999999997,3.1102000000000003,8.0,7.724999999999994,2.0260000000000105,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,STR,35.0,63.0,4.0,1,8.0,-0.603333333333334,-0.4581999999999994,7.0,1.0829999999999984,0.375,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,36.0,63.0,4.0,1,9.0,-0.7196666666666687,-1.3228000000000009,7.0,0.4789999999999992,0.5100000000000051,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,37.0,63.0,4.0,1,10.0,-8.181666666666667,-1.6860000000000013,7.0,0.1659999999999968,0.4969999999999999,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,38.0,63.0,4.0,1,11.0,-2.213333333333334,-0.6836000000000013,6.0,0.3859999999999957,0.0049999999999954,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,39.0,63.0,4.0,1,12.0,0.3173333333333327,-4.4708,7.0,4.180999999999997,1.8469999999999944,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,40.0,63.0,4.0,1,13.0,-0.3166666666666629,-1.513999999999999,7.0,1.2160000000000082,0.2249999999999943,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,41.0,63.0,4.0,1,14.0,-0.3409999999999987,-0.4563999999999993,7.0,1.2199999999999989,0.5489999999999924,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,42.0,63.0,4.0,1,15.0,-1.022333333333331,-0.1751999999999981,7.0,-0.4549999999999983,0.1950000000000074,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,43.0,63.0,4.0,1,16.0,-0.1396666666666703,-0.2698000000000007,7.0,0.066999999999993,0.1990000000000122,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,44.0,63.0,4.0,1,17.0,-0.1440000000000007,-0.7331999999999994,7.0,-0.0169999999999959,0.242999999999995,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,45.0,63.0,4.0,1,18.0,-0.1810000000000021,-0.0938000000000016,7.0,-0.2220000000000084,0.311000000000007,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,46.0,63.0,4.0,1,19.0,-0.173333333333332,-0.1692000000000007,7.0,-0.3780000000000001,0.3130000000000024,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,47.0,63.0,4.0,1,20.0,-0.0629999999999976,-0.1575999999999993,7.0,-0.323999999999998,0.5730000000000075,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,48.0,63.0,4.0,1,21.0,-0.1716666666666668,-0.1129999999999995,7.0,-0.6350000000000051,0.3100000000000023,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,49.0,63.0,4.0,1,22.0,-0.0386666666666665,-0.1060000000000002,7.0,-0.8119999999999976,0.1159999999999996,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,50.0,63.0,4.0,1,23.0,-0.2206666666666687,-0.1813999999999992,7.0,-0.5699999999999932,0.1350000000000051,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,51.0,63.0,4.0,1,24.0,-0.1356666666666655,-0.0903999999999996,7.0,-0.6839999999999975,0.2999999999999971,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,52.0,63.0,4.0,1,25.0,-0.1566666666666663,-0.1622000000000014,7.0,-0.617999999999995,0.0220000000000055,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,53.0,63.0,4.0,1,26.0,0.0133333333333354,-0.0703999999999979,7.0,-0.6259999999999906,0.041000000000011,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,54.0,63.0,4.0,1,27.0,0.0376666666666665,-0.0445999999999997,7.0,-0.0999999999999943,0.1430000000000006,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,55.0,63.0,4.0,1,28.0,0.1566666666666663,0.0641999999999995,7.0,-0.1159999999999996,0.0570000000000021,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,56.0,63.0,4.0,1,29.0,0.0126666666666655,0.0186000000000007,7.0,-0.2039999999999935,0.1280000000000001,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,57.0,63.0,4.0,1,30.0,0.0716666666666678,0.0924000000000006,7.0,0.0379999999999967,1.793999999999997,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,58.0,63.0,4.0,1,31.0,0.0923333333333336,0.1115999999999985,7.0,-0.0450000000000017,0.3870000000000004,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,59.0,63.0,4.0,1,32.0,0.24533333333333,0.1431999999999988,7.0,0.2599999999999909,1.1749999999999972,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,60.0,63.0,4.0,1,33.0,0.0030000000000001,0.0002000000000009,7.0,-0.3460000000000036,0.2360000000000042,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,61.0,63.0,4.0,1,34.0,0.1323333333333352,0.1834000000000003,7.0,0.0889999999999986,0.318000000000012,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,62.0,63.0,4.0,1,35.0,-0.2246666666666641,-0.0346000000000003,7.0,-0.1599999999999966,0.0780000000000029,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,STR,63.0,63.0,4.0,1,36.0,0.1626666666666665,0.0424000000000006,7.0,-0.1940000000000026,0.054000000000002,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,7.0,63.0,1.0,3,7.0,-13.83833333333333,-7.166199999999998,14.0,-0.1769999999999925,0.2420000000000044,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,8.0,63.0,1.0,3,8.0,-14.00766666666667,-7.864000000000002,14.0,-0.3080000000000069,0.5640000000000072,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,9.0,63.0,1.0,3,9.0,-8.343333333333334,-9.384399999999996,14.0,1.3320000000000078,0.3460000000000036,0,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,10.0,63.0,1.0,3,10.0,-2.8926666666666656,-9.3488,14.0,-0.2569999999999908,0.1859999999999928,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,11.0,63.0,1.0,3,11.0,-1.6579999999999966,-5.710800000000001,14.0,-0.8509999999999991,0.6980000000000075,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,12.0,63.0,1.0,3,12.0,-1.158333333333336,-1.776400000000001,14.0,0.1099999999999994,0.2539999999999907,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,13.0,63.0,1.0,3,13.0,0.0449999999999969,-0.9171999999999996,13.0,2.465999999999994,4.180999999999997,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,14.0,63.0,1.0,3,14.0,-1.5083333333333353,-1.6098000000000012,13.0,0.0450000000000017,0.3370000000000033,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,15.0,63.0,1.0,3,15.0,-1.775000000000001,-1.105800000000002,13.0,-0.1900000000000119,0.2189999999999941,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,16.0,63.0,1.0,3,16.0,-2.2149999999999985,-1.251400000000001,13.0,-0.4140000000000015,0.2150000000000034,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,17.0,63.0,1.0,3,17.0,-0.799333333333332,-1.3943999999999988,13.0,-0.046999999999997,0.6219999999999999,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,18.0,63.0,1.0,3,18.0,-0.5656666666666629,-1.472199999999998,13.0,-0.0019999999999953,0.2159999999999939,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,19.0,63.0,1.0,3,19.0,-0.3153333333333326,-0.5355999999999994,13.0,-0.894999999999996,0.983000000000004,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,20.0,63.0,1.0,3,20.0,0.0203333333333309,-0.3171999999999997,13.0,-0.3539999999999992,2.850999999999999,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,21.0,63.0,1.0,3,21.0,-0.0643333333333373,-0.1818000000000012,13.0,-0.7660000000000053,0.8250000000000028,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,22.0,63.0,1.0,3,22.0,0.3850000000000004,0.175,13.0,0.1240000000000094,1.7249999999999943,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,23.0,63.0,1.0,3,23.0,0.4390000000000024,0.2855999999999994,13.0,0.2240000000000037,0.7939999999999969,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,24.0,63.0,1.0,3,24.0,2.3433333333333337,1.4133999999999989,13.0,5.962999999999994,5.263999999999996,0,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,27.0,63.0,2.0,1,2.0,-1.400666666666666,-0.6775999999999982,15.0,-5.548999999999992,1.503999999999991,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,28.0,63.0,2.0,1,3.0,-0.6596666666666664,-0.0715999999999979,14.0,1.561000000000007,0.4200000000000017,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,29.0,63.0,2.0,1,4.0,-4.231333333333329,-1.3563999999999994,12.0,-2.928999999999988,2.434999999999988,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,30.0,63.0,2.0,1,5.0,-0.8613333333333344,-1.4578000000000002,12.0,-4.278999999999996,0.3870000000000004,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,31.0,63.0,2.0,1,6.0,7.340999999999998,2.927000000000001,10.0,2.712999999999994,2.1470000000000056,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,TSU,35.0,63.0,4.0,0,2.0,9.288999999999996,5.057399999999999,15.0,21.394999999999996,27.02799999999999,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,36.0,63.0,4.0,0,3.0,-0.4723333333333339,-1.3454000000000008,15.0,-2.2930000000000064,1.715999999999994,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,37.0,63.0,4.0,0,4.0,-9.539333333333332,-0.2578000000000003,15.0,-0.5159999999999911,1.7579999999999956,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,38.0,63.0,4.0,0,5.0,-10.166333333333332,-0.5256000000000001,15.0,-21.946,0.997,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,39.0,63.0,4.0,0,6.0,-0.7119999999999985,-6.177199999999999,15.0,-1.509999999999991,1.6670000000000016,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,40.0,63.0,4.0,0,7.0,-0.7113333333333335,-6.257999999999998,15.0,0.3590000000000088,2.61099999999999,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,41.0,63.0,4.0,0,8.0,-0.2866666666666664,-0.4141999999999995,14.0,0.0229999999999961,1.073999999999998,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,42.0,63.0,4.0,0,9.0,-0.0856666666666683,-0.5050000000000011,14.0,0.0100000000000051,1.0649999999999975,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,43.0,63.0,4.0,0,10.0,-0.1136666666666694,-0.226400000000001,14.0,0.554000000000002,0.6330000000000098,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,44.0,63.0,4.0,0,11.0,-0.0140000000000005,0.0045999999999992,14.0,-0.652000000000001,0.5019999999999953,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,45.0,63.0,4.0,0,12.0,0.2623333333333353,0.0792000000000001,14.0,-0.8659999999999997,0.2179999999999893,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,46.0,63.0,4.0,0,13.0,0.1103333333333343,0.0117999999999995,14.0,-0.6380000000000052,0.4569999999999936,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,47.0,63.0,4.0,0,14.0,-0.0566666666666672,0.0219999999999998,14.0,-2.399000000000001,0.4660000000000082,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,48.0,63.0,4.0,0,15.0,-0.0430000000000016,0.1216000000000008,14.0,-1.7180000000000035,0.0139999999999957,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,49.0,63.0,4.0,0,16.0,0.1076666666666644,0.0847999999999984,14.0,-0.2790000000000106,0.6239999999999952,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,50.0,63.0,4.0,0,17.0,0.2253333333333339,-0.0002000000000009,14.0,-0.0759999999999934,0.6329999999999956,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,51.0,63.0,4.0,0,18.0,0.0456666666666668,0.0828000000000002,14.0,-0.1219999999999998,0.4710000000000036,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,52.0,63.0,4.0,0,19.0,-0.3883333333333307,-0.1141999999999996,13.0,-0.4969999999999999,2.320999999999998,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,53.0,63.0,4.0,0,20.0,-0.228333333333334,-0.1114000000000004,13.0,-0.5529999999999973,0.6779999999999973,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,54.0,63.0,4.0,0,21.0,-0.1770000000000019,-0.0879999999999995,13.0,-0.2450000000000045,0.0679999999999978,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,55.0,63.0,4.0,0,22.0,0.1209999999999998,-0.1768,13.0,-0.5349999999999966,0.1029999999999944,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,56.0,63.0,4.0,0,23.0,-0.0883333333333335,-0.1918000000000006,13.0,-0.3590000000000088,0.3640000000000043,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,57.0,63.0,4.0,0,24.0,-0.2779999999999963,-0.0217999999999989,13.0,-0.5959999999999894,0.5819999999999936,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,58.0,63.0,4.0,0,25.0,-0.127,-0.1159999999999996,13.0,-0.4530000000000029,0.0390000000000014,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,59.0,63.0,4.0,0,26.0,-0.1943333333333328,-0.2021999999999991,13.0,-0.972999999999999,0.2109999999999985,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,60.0,63.0,4.0,0,27.0,-0.0896666666666684,-0.1481999999999999,13.0,-1.2650000000000006,0.323999999999998,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,61.0,63.0,4.0,0,28.0,-0.1443333333333356,-0.1496000000000009,13.0,-0.7469999999999999,1.0670000000000073,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,62.0,63.0,4.0,0,29.0,-0.1700000000000017,-0.1374000000000023,13.0,-1.0660000000000025,1.1300000000000097,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,TSU,63.0,63.0,4.0,0,30.0,-0.1209999999999998,-0.1445999999999997,13.0,-1.2639999999999958,,2,False,16.827329192546582,True,0
2021,2,Emilia Romagna Grand Prix,VET,9.0,63.0,2.0,3,6.0,-7.569999999999998,-8.972599999999996,17.0,0.1380000000000052,2.1229999999999905,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,VET,10.0,63.0,2.0,3,7.0,-2.297000000000002,-9.102,16.0,0.046999999999997,2.972999999999999,1,False,16.827329192546582,True,1
2021,2,Emilia Romagna Grand Prix,VET,11.0,63.0,2.0,3,8.0,-2.0,-5.4388000000000005,16.0,-0.2560000000000002,0.2210000000000036,1,False,16.827329192546582,True,1
