Year,RoundNumber,EventName,Driver,current_lap,total_laps,stint_number,compound,stint_length,pace_delta_3lap,pace_delta_5lap,Position,gap_ahead,gap_behind,pit_stop_count,safety_car_active,track_temp,rain,label
2021,1,Bahrain Grand Prix,BOT,36.0,56.0,3.0,2,6.0,0.0013333333333349,-0.2908000000000015,3.0,-0.2930000000000063,1.5090000000000003,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,BOT,37.0,56.0,3.0,2,7.0,-0.024333333333331,-0.1442000000000007,3.0,-0.340999999999994,1.587999999999994,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,BOT,38.0,56.0,3.0,2,8.0,0.0060000000000002,-0.0077999999999974,3.0,-0.3019999999999925,0.0220000000000055,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,BOT,39.0,56.0,3.0,2,9.0,0.2456666666666649,0.1451999999999998,3.0,0.3819999999999908,0.5689999999999884,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,40.0,56.0,3.0,2,10.0,0.1099999999999994,0.0657999999999987,3.0,-0.1610000000000013,0.027000000000001,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,41.0,56.0,3.0,2,11.0,0.1193333333333299,0.0629999999999995,3.0,1.5480000000000018,0.0240000000000009,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,42.0,56.0,3.0,2,12.0,-0.1333333333333305,0.0798000000000001,3.0,1.347999999999999,0.2920000000000016,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,43.0,56.0,3.0,2,13.0,-0.0876666666666684,0.0095999999999975,3.0,1.2349999999999994,0.3390000000000128,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,44.0,56.0,3.0,2,14.0,-0.1576666666666663,-0.1789999999999992,3.0,0.7090000000000032,0.4300000000000068,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,45.0,56.0,3.0,2,15.0,0.1199999999999998,0.0858000000000004,3.0,1.102000000000004,0.3419999999999987,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,46.0,56.0,3.0,2,16.0,-0.0289999999999963,-0.0793999999999982,3.0,0.4849999999999994,0.6700000000000017,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,47.0,56.0,3.0,2,17.0,-0.0103333333333305,-0.1051999999999992,3.0,0.1800000000000068,0.570999999999998,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,48.0,56.0,3.0,2,18.0,-0.3136666666666675,-0.049799999999999,3.0,0.3990000000000009,0.8130000000000024,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,49.0,56.0,3.0,2,19.0,-0.0556666666666672,-0.0181999999999987,3.0,0.6360000000000099,0.8999999999999915,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,50.0,56.0,3.0,2,20.0,0.0123333333333306,-0.1698000000000007,3.0,0.4159999999999968,0.4590000000000032,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,51.0,56.0,3.0,2,21.0,0.0903333333333336,0.0217999999999989,3.0,0.5240000000000009,0.5859999999999985,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,52.0,56.0,3.0,2,22.0,0.3043333333333322,0.1705999999999989,3.0,0.456000000000003,0.1830000000000069,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,53.0,56.0,3.0,2,23.0,0.1116666666666693,0.0854000000000013,3.0,-1.7689999999999912,0.7849999999999966,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,BOT,56.0,56.0,4.0,1,5.0,-0.799333333333332,-0.4244,3.0,-2.6370000000000005,3.6430000000000007,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,10.0,56.0,2.0,2,6.0,0.1403333333333355,-8.9776,19.0,-1.5799999999999983,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,11.0,56.0,2.0,2,7.0,0.0309999999999964,0.1679999999999978,19.0,-1.663000000000011,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,12.0,56.0,2.0,2,8.0,0.3413333333333336,0.2200000000000017,19.0,-1.9249999999999972,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,13.0,56.0,2.0,2,9.0,0.1663333333333317,0.0899999999999977,19.0,-1.811000000000007,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,14.0,56.0,2.0,2,10.0,0.2616666666666702,0.2544000000000011,19.0,0.8400000000000034,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,15.0,56.0,2.0,2,11.0,-0.0176666666666657,0.1252000000000009,17.0,1.1899999999999975,,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,16.0,56.0,2.0,2,12.0,0.0396666666666665,0.0951999999999998,17.0,0.887999999999991,1.3909999999999911,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,17.0,56.0,2.0,2,13.0,0.0376666666666665,0.0722000000000008,17.0,1.6440000000000057,0.75,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,18.0,56.0,2.0,2,14.0,0.4236666666666669,0.279600000000002,18.0,1.76400000000001,1.532000000000011,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,21.0,56.0,3.0,1,5.0,-0.5033333333333303,-0.3638000000000005,19.0,-1.536999999999992,,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,22.0,56.0,3.0,1,6.0,-0.6466666666666706,-0.3052000000000021,19.0,-1.1950000000000074,,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,23.0,56.0,3.0,1,7.0,-0.950333333333333,-0.3143999999999977,19.0,-1.1569999999999965,,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,24.0,56.0,3.0,1,8.0,0.0120000000000004,-0.3792000000000001,19.0,-1.0759999999999934,,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,25.0,56.0,3.0,1,9.0,-0.001,-0.5600000000000023,19.0,-1.3070000000000022,,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,26.0,56.0,3.0,1,10.0,0.1563333333333313,0.0813999999999992,19.0,-1.2540000000000049,,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,27.0,56.0,3.0,1,11.0,-0.0416666666666666,-0.0161999999999977,18.0,0.3490000000000037,2.562999999999988,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,28.0,56.0,3.0,1,12.0,0.0133333333333354,0.0181999999999987,18.0,0.1710000000000064,1.1650000000000065,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,29.0,56.0,3.0,1,13.0,-0.2243333333333339,-0.0604000000000013,18.0,-3.448999999999998,2.0330000000000013,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,30.0,56.0,3.0,1,14.0,-0.1109999999999994,-0.0821999999999974,18.0,-2.36099999999999,2.837999999999994,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,31.0,56.0,3.0,1,15.0,-0.1089999999999993,-0.1409999999999996,18.0,-2.911000000000002,2.1370000000000005,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,32.0,56.0,3.0,1,16.0,0.0783333333333331,0.0115999999999985,18.0,1.3299999999999983,2.189000000000007,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,33.0,56.0,3.0,1,17.0,0.098666666666664,-0.0310000000000002,16.0,-0.5799999999999983,,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,34.0,56.0,3.0,1,18.0,0.1679999999999969,0.0943999999999988,16.0,0.6009999999999991,0.659000000000006,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,35.0,56.0,3.0,1,19.0,0.7643333333333354,0.5367999999999995,16.0,2.635000000000005,1.308000000000007,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,36.0,56.0,3.0,1,20.0,0.178000000000002,0.1412000000000006,16.0,1.1780000000000117,0.7189999999999941,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,37.0,56.0,3.0,1,21.0,0.0156666666666704,0.0568000000000012,15.0,0.784000000000006,1.2349999999999994,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,38.0,56.0,3.0,1,22.0,-0.6056666666666691,0.1141999999999996,15.0,0.6219999999999999,1.8319999999999936,2,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GAS,41.0,56.0,4.0,2,2.0,-0.777000000000001,-0.4257999999999981,16.0,-1.1769999999999925,3.2510000000000048,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,42.0,56.0,4.0,2,3.0,-0.7956666666666669,-0.8792000000000002,16.0,-1.637999999999991,3.756,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,43.0,56.0,4.0,2,4.0,-0.875,-0.5176000000000016,16.0,-1.996000000000009,3.4210000000000065,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,44.0,56.0,4.0,2,5.0,0.1393333333333307,-0.3516000000000019,16.0,-1.0020000000000095,3.9210000000000065,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,45.0,56.0,4.0,2,6.0,0.1143333333333297,-0.4472000000000008,16.0,-2.6450000000000102,4.978000000000009,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,46.0,56.0,4.0,2,7.0,-0.024333333333331,-0.0659999999999996,16.0,-1.5999999999999943,4.165999999999997,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,47.0,56.0,4.0,2,8.0,-0.2449999999999998,-0.0212000000000017,16.0,-1.534000000000006,5.14800000000001,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,48.0,56.0,4.0,2,9.0,-0.2006666666666632,-0.0425999999999987,16.0,-1.847999999999999,5.295000000000002,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,49.0,56.0,4.0,2,10.0,0.0170000000000006,-0.1393999999999977,16.0,-1.6879999999999882,4.3799999999999955,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,50.0,56.0,4.0,2,11.0,0.0343333333333362,-0.0691999999999978,16.0,-2.4979999999999905,4.430999999999997,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GAS,51.0,56.0,4.0,2,12.0,0.2866666666666664,0.1439999999999997,16.0,-4.375,1.7019999999999982,3,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,7.0,56.0,1.0,1,7.0,-5.256,-8.1772,10.0,0.8539999999999992,0.0210000000000007,0,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,8.0,56.0,1.0,1,8.0,-1.3926666666666705,-9.4308,10.0,0.1430000000000006,0.0430000000000063,0,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,9.0,56.0,1.0,1,9.0,0.0519999999999972,-3.1506,10.0,-0.3880000000000052,0.0150000000000005,0,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,10.0,56.0,1.0,1,10.0,-0.0489999999999971,-0.8608000000000005,10.0,-0.1659999999999968,0.2240000000000037,0,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,11.0,56.0,1.0,1,11.0,-0.0689999999999978,-0.0174000000000006,10.0,0.2030000000000029,0.3209999999999979,0,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,14.0,56.0,2.0,2,2.0,-0.1819999999999974,-0.1061999999999983,16.0,-0.0150000000000005,0.8400000000000034,1,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,15.0,56.0,2.0,2,3.0,-0.3519999999999991,-0.2363999999999975,15.0,0.1310000000000002,0.0210000000000007,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,16.0,56.0,2.0,2,4.0,-0.102333333333334,-0.1099999999999994,15.0,0.4279999999999972,0.3529999999999944,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,17.0,56.0,2.0,2,5.0,-0.0870000000000033,-0.129000000000002,15.0,1.0539999999999878,0.4299999999999926,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,18.0,56.0,2.0,2,6.0,0.1163333333333298,-0.1252000000000009,15.0,0.9899999999999948,0.0600000000000022,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,19.0,56.0,2.0,2,7.0,-0.151000000000001,-0.0914000000000015,15.0,1.0259999999999962,0.3140000000000071,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,20.0,56.0,2.0,2,8.0,0.0260000000000009,0.097799999999998,15.0,-1.0400000000000065,0.3640000000000043,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,21.0,56.0,2.0,2,9.0,0.0826666666666682,-0.0141999999999995,15.0,-1.2900000000000065,0.323999999999998,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,22.0,56.0,2.0,2,10.0,0.1456666666666658,0.0481999999999999,15.0,0.125,0.2410000000000138,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,23.0,56.0,2.0,2,11.0,-0.1143333333333297,-0.0405999999999977,15.0,-0.4259999999999877,0.4759999999999991,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,24.0,56.0,2.0,2,12.0,-0.050333333333332,0.0462000000000017,15.0,-0.1859999999999928,0.0390000000000014,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,25.0,56.0,2.0,2,13.0,-0.1809999999999973,-0.0759999999999991,14.0,-0.0049999999999954,0.3389999999999986,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,26.0,56.0,2.0,2,14.0,-0.0060000000000002,-0.0937999999999988,14.0,-0.3979999999999961,0.4599999999999937,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,27.0,56.0,2.0,2,15.0,-0.0086666666666701,-0.0463999999999998,14.0,0.1059999999999945,0.5010000000000048,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,28.0,56.0,2.0,2,16.0,0.0136666666666656,0.0007999999999981,14.0,-0.2660000000000053,0.061000000000007,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,29.0,56.0,2.0,2,17.0,0.0229999999999961,-0.0498000000000018,13.0,-0.443000000000012,0.679000000000002,1,False,27.627819548872186,False,1
2021,1,Bahrain Grand Prix,GIO,32.0,56.0,3.0,1,2.0,-0.695999999999998,-0.3554000000000002,14.0,-1.212999999999994,1.3299999999999983,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,33.0,56.0,3.0,1,3.0,-0.001,0.0037999999999982,15.0,1.6869999999999976,0.5799999999999983,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,34.0,56.0,3.0,1,4.0,-0.2996666666666669,-0.2244,15.0,0.1129999999999995,0.6009999999999991,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,35.0,56.0,3.0,1,5.0,0.3293333333333332,-0.1659999999999996,15.0,0.2620000000000004,2.635000000000005,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,36.0,56.0,3.0,1,6.0,-0.4080000000000012,-0.2548000000000002,15.0,-0.0080000000000097,1.1780000000000117,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,37.0,56.0,3.0,1,7.0,-0.0453333333333318,0.1659999999999996,14.0,0.2439999999999997,0.784000000000006,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,38.0,56.0,3.0,1,8.0,0.0653333333333326,-0.1262,14.0,0.0339999999999918,0.6219999999999999,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,39.0,56.0,3.0,1,9.0,0.2370000000000042,0.0672000000000025,14.0,0.1159999999999996,0.8590000000000089,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,40.0,56.0,3.0,1,10.0,0.1876666666666674,0.0810000000000002,14.0,0.269999999999996,1.4789999999999992,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,41.0,56.0,3.0,1,11.0,-0.0150000000000005,0.1096000000000003,14.0,0.2159999999999939,0.5240000000000009,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,42.0,56.0,3.0,1,12.0,-0.0726666666666678,0.0508000000000009,14.0,0.027000000000001,0.2190000000000083,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,43.0,56.0,3.0,1,13.0,-0.1813333333333323,-0.0669999999999987,14.0,0.4410000000000025,0.3280000000000029,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,44.0,56.0,3.0,1,14.0,0.1753333333333368,0.0725999999999999,12.0,0.4660000000000082,8.418999999999997,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,45.0,56.0,3.0,1,15.0,-0.1126666666666693,-0.1294000000000011,12.0,0.6760000000000019,0.8370000000000033,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,46.0,56.0,3.0,1,16.0,-0.0969999999999989,-0.1161999999999977,12.0,-0.3909999999999911,3.0519999999999925,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,47.0,56.0,3.0,1,17.0,-0.3466666666666687,-0.0918000000000006,12.0,0.1700000000000017,0.9920000000000044,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,48.0,56.0,3.0,1,18.0,-0.176666666666667,-0.1266000000000019,12.0,-0.0300000000000011,0.7920000000000016,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,49.0,56.0,3.0,1,19.0,-0.127333333333335,-0.2978000000000008,12.0,-0.2639999999999958,1.0609999999999928,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,50.0,56.0,3.0,1,20.0,-0.1266666666666651,-0.1001999999999981,12.0,0.0290000000000105,0.804000000000002,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,51.0,56.0,3.0,1,21.0,0.2656666666666704,0.0909999999999996,12.0,0.448999999999998,0.0799999999999983,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,52.0,56.0,3.0,1,22.0,1.3833333333333304,0.7401999999999986,12.0,3.793999999999997,3.1459999999999866,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,53.0,56.0,3.0,1,23.0,0.2859999999999966,0.1774,12.0,0.3199999999999932,0.1560000000000059,2,False,27.627819548872186,False,0
2021,1,Bahrain Grand Prix,GIO,54.0,56.0,3.0,1,24.0,-0.0783333333333331,0.1204000000000007,12.0,0.4860000000000042,0.4939999999999998,2,False,27.627819548872186,False,0
